N dim alpha_a alpha_g N_samples short_mean short_err diameter_mean diameter_err ass_coeff_mean ass_coeff_err
10000 1 2.0 3.0 26 13.895126923076923 0.21217591080245665 33.69230769230769 0.6343239424027171 -0.02568119038461538 0.002812259609561212
10000 1 1.0 8.0 26 12.632980769230768 0.2177039536066728 32.23076923076923 0.6209364944803251 -0.08684468076923077 0.0038159535512252095
10000 1 8.0 5.0 26 17.101484615384614 0.19452047087782962 41.15384615384615 0.5809602334922833 0.04683127692307691 0.0014713927702513457
10000 1 5.0 2.0 1322 15.671162027231468 0.029292883293583736 38.09001512859304 0.11616091557396509 0.032055247291981843 0.00023294320549064785
10000 1 1.5 2.0 1245 12.950087068273092 0.02544603430322179 32.100401606425706 0.08155965642405413 -0.05040955569477911 0.00041342090375223934
10000 1 8.0 2.0 1322 16.295703706505297 0.03266168906378823 39.56580937972768 0.1378028796529892 0.046847488199697425 0.00021720884717655144
10000 1 14.0 2.0 51 16.7120137254902 0.17480570713570143 40.705882352941174 0.7867999808841264 0.05666620588235294 0.0009121386331612043
10000 1 9.0 9.0 26 18.129569230769228 0.3086976549096957 43.84615384615385 1.4429588273803216 0.050630407692307686 0.0015632281009198001
10000 1 8.0 0.1 26 18.24176923076923 0.24741524278453456 46.57692307692308 0.706395132231414 0.01995791576923077 0.001756351931755415
10000 1 4.0 3.0 26 15.474446153846156 0.2135735752331496 37.61538461538461 1.0229323206079564 0.02135022384615385 0.0016913844937058633
10000 1 3.0 1.0 26 14.898861538461539 0.2755340285603115 36.30769230769231 0.7354103632441306 0.007499026642307691 0.0018575115852247134
10000 1 8.0 4.0 26 17.134084615384616 0.1643892472332578 41.96153846153846 0.8142590198943392 0.04719078076923077 0.0017866253594030646
10000 1 7.0 9.0 26 18.282976923076923 0.41193248600329174 43.15384615384615 1.062207147249838 0.043232830769230776 0.0015993594106946429
10000 1 9.0 0.1 26 18.37108076923077 0.2317877762768368 47.11538461538461 0.613506750202782 0.020923063230769225 0.0019972644664475016
10000 1 21.0 2.0 51 16.900333333333336 0.1902084650735106 41.254901960784316 0.7382242271909585 0.06142206470588235 0.0010998469598274812
10000 1 8.0 1.0 26 15.689000000000002 0.3525516740302596 39.61538461538461 1.2710709271221448 0.04959810384615385 0.0018129498661444707
10000 1 4.0 2.0 1322 15.307587670196671 0.02954537692793889 37.2428139183056 0.11789492190130157 0.021477003935325267 0.00024148865112635662
10000 1 8.0 8.0 26 18.23523461538462 0.4447342517449583 44.34615384615385 1.4966036500046034 0.04657032692307693 0.0008678610246339551
10000 1 9.0 4.0 26 17.180326923076922 0.4113003526736483 40.88461538461539 1.316553686511665 0.05172403461538462 0.0017161931204037913
10000 1 0.0 5.0 26 9.300783461538462 0.08762411675392417 24.73076923076923 0.3575889015129065 -0.0597548 0.002756012773454824
10000 1 4.0 0.1 26 18.196450000000002 0.3489616513755763 47.46153846153846 1.0291606277122811 -0.016134703846153845 0.001656533298130311
10000 1 5.0 0.1 26 17.65181153846154 0.2889731740718091 46.38461538461539 0.8001479153197443 -0.0021723276846153843 0.002305878413412815
10000 1 9.0 5.0 26 17.408565384615386 0.29253599778185396 41.65384615384615 0.9197697164839397 0.04979022307692308 0.0018880449510156327
10000 1 0.0 0.1 26 9.406987307692308 0.08621487849206987 25.26923076923077 0.3444402027267402 -0.05838430384615385 0.0022788177973844972
10000 1 6.5 2.0 1245 16.008571164658633 0.03276945519181489 38.89156626506024 0.12915285169353213 0.04174016345381526 0.00023418537384013561
10000 1 4.0 6.0 26 16.402519230769233 0.3119273290623576 39.23076923076923 0.8897842302105387 0.02211472730769231 0.0017871322617021047
10000 1 8.0 6.0 26 17.66149615384615 0.24098658542179158 41.84615384615385 1.011765110612762 0.04694302692307693 0.0016676342498886784
10000 1 15.0 2.0 51 16.76009607843137 0.15218766150190338 40.294117647058826 0.6467378883239883 0.06065875686274509 0.00112330441792047
10000 1 7.5 2.0 1245 16.161527148594377 0.03238865432709328 39.1566265060241 0.13942780480994302 0.04554141598393575 0.0002272223806702409
10000 1 10.0 2.0 51 16.73033137254902 0.20140465231089402 41.431372549019606 0.8546320854834961 0.0534766568627451 0.001017836496582112
10000 1 2.0 4.0 26 14.739734615384615 0.2780332945719497 35.23076923076923 0.8436326074372428 -0.026667315769230766 0.0024661309899357098
10000 1 1.0 1.0 26 13.927733076923078 0.4805895327698358 34.69230769230769 0.927808386665514 -0.10111272692307692 0.0054693123194660695
10000 1 9.0 1.0 26 16.25084230769231 0.2734526436387437 40.11538461538461 1.1506879856141223 0.04895027307692308 0.0015060726638467317
10000 1 9.0 2.0 1322 16.356793343419064 0.03242066587558216 39.569591527987896 0.12853950161781033 0.049825568532526475 0.00021974263091311828
10000 1 3.0 8.0 26 16.486673076923076 0.3255430071343613 38.69230769230769 0.7291074222198638 0.004228471111538462 0.0018589939977414136
10000 1 2.0 6.0 26 14.843069230769231 0.20592264819357115 36.11538461538461 0.6846153846153846 -0.027596086153846153 0.0021063457705613204
10000 1 8.0 9.0 26 17.938923076923075 0.30017491722751316 42.26923076923077 0.9107185536836663 0.04817365384615386 0.0013720346546557533
10000 1 2.0 7.0 26 14.697926923076922 0.22846948017406152 35.07692307692308 0.5842103860322315 -0.026912462692307695 0.002108235356668157
10000 1 32.0 2.0 51 17.155817647058825 0.19526213822742025 41.19607843137255 0.6703932751798619 0.06443139803921567 0.0010220971449915722
10000 1 18.0 2.0 51 16.683447058823532 0.16502792950435285 41.254901960784316 0.7795640497424849 0.06106448235294118 0.0010316662732086015
10000 1 1.0 5.0 26 11.968526923076922 0.13131755492905123 29.46153846153846 0.3730570970148351 -0.08471447692307693 0.0039329563385646195
10000 1 3.0 6.0 26 15.479853846153846 0.21395996643734513 37.15384615384615 0.7456382040647775 0.005612693576923077 0.00229576956234837
10000 1 7.0 3.0 26 16.414938461538462 0.2631426866565522 39.80769230769231 0.9845252362577623 0.042982296153846154 0.0015323531110076401
10000 1 4.0 5.0 26 16.16214230769231 0.22314365032921848 39.30769230769231 0.9327696240753304 0.021926152692307688 0.0012294451040209542
10000 1 6.0 0.1 26 17.957034615384615 0.26660689193828824 45.73076923076923 0.9869263744773737 0.0062927153846153855 0.0017251199088357417
10000 1 2.0 2.0 1322 13.702120650529501 0.025592257353187108 33.5839636913767 0.0862761670895472 -0.02375913799054463 0.00033803858271168184
10000 1 5.5 2.0 1245 15.791061204819279 0.03270144542061397 38.325301204819276 0.12943473158745936 0.03550538681124498 0.00024046683030249123
10000 1 3.0 0.1 26 18.82416153846154 0.4319684472835033 50.5 1.067347539103721 -0.037870469230769234 0.0021135419956284777
10000 1 1.0 3.0 26 11.349445384615384 0.1286094425463038 28.76923076923077 0.4684103799273332 -0.07646381538461539 0.0033714557763795216
10000 1 0.0 6.0 26 9.360259615384615 0.11302370945477397 25.076923076923077 0.37590128378063437 -0.06300381153846153 0.0028729309209576683
10000 1 2.0 5.0 26 14.374484615384615 0.16440891036047026 35.30769230769231 0.5731672618522202 -0.025053413653846154 0.0024668616123719065
10000 1 0.0 9.0 26 9.404556923076923 0.08423794659044787 24.615384615384617 0.2939226642237354 -0.06250333461538461 0.002539396353290663
10000 1 28.0 2.0 51 17.060586274509802 0.18603552526057304 41.64705882352941 0.8140065661496333 0.0629062705882353 0.001063321718778393
10000 1 1.0 6.0 26 12.061680769230769 0.14858064435691076 29.423076923076923 0.437380583871677 -0.08686371538461538 0.00382602866154246
10000 1 6.0 7.0 26 17.23195384615385 0.3593872978034772 41.5 1.3407804845284361 0.03782882307692308 0.0015651746941211257
10000 1 24.0 2.0 51 16.664111764705883 0.1448746988464835 39.86274509803921 0.564310864018689 0.06468387450980392 0.0011952671946484146
10000 1 5.0 1.0 26 15.293134615384615 0.1983295769045756 37.96153846153846 0.9388712850763029 0.031193015384615382 0.001633112942118092
10000 1 5.0 7.0 26 16.865053846153845 0.20680369355656836 39.57692307692308 0.5468035139245511 0.03190531076923077 0.0019978124752913677
10000 1 20.0 2.0 51 16.700339215686274 0.1042268110882932 39.76470588235294 0.44421178070041484 0.06111872352941177 0.0011383724166307747
10000 1 9.0 8.0 26 17.785149999999998 0.2671231639438718 42.03846153846154 0.7715733560634286 0.051330757692307695 0.001388213375166059
10000 1 6.0 4.0 26 16.371376923076927 0.21628159168494934 38.80769230769231 0.701688580429613 0.04108416538461538 0.0021167053307362964
10000 1 0.5 2.0 1245 9.865421718875501 0.018321529413060835 25.716465863453816 0.05439712093219501 -0.07724714939759036 0.0005509006193171066
10000 1 1.0 7.0 26 12.42890769230769 0.2111006792193334 30.653846153846153 0.5376367309232787 -0.08606966923076922 0.003910514259664457
10000 1 7.0 7.0 26 17.764434615384616 0.24609122810874628 41.73076923076923 0.7072322919613467 0.04201738846153846 0.0012721986854663727
10000 1 0.0 1.0 26 9.131113846153847 0.0662855807108719 24.615384615384617 0.26646935501059654 -0.056445488461538455 0.0021159514461008347
10000 1 5.0 4.0 26 16.519357692307693 0.26107030636758344 39.53846153846154 0.8023633729480184 0.029558303846153842 0.0018477419214271804
10000 1 3.5 2.0 1244 15.112584887459807 0.029633282897532864 36.782154340836016 0.10773024301248148 0.014135658341881028 0.0002580003811233374
10000 1 7.0 1.0 26 15.853084615384615 0.2652399923838096 39.92307692307692 1.089704373351679 0.04207505769230769 0.0017862998453974251
10000 1 3.0 7.0 26 16.392834615384615 0.3276531645572475 39.11538461538461 0.6890951102757276 0.0063537216576923065 0.0017431706956417224
10000 1 5.0 5.0 26 16.550449999999998 0.23507739820355733 39.73076923076923 0.8850166314085982 0.031207565384615384 0.0015418025407239542
10000 1 3.0 9.0 26 16.454423076923078 0.28042549940609857 38.76923076923077 0.8177035240565115 0.0015872148076923078 0.0014840770732599674
10000 1 7.0 0.1 26 17.99437692307692 0.2336594433264389 45.19230769230769 0.8076923076923077 0.01186394276923077 0.0015518207977001947
10000 1 2.5 2.0 1245 14.311651887550202 0.028415061853690585 34.99036144578313 0.09886389700446316 -0.0069181966899196775 0.00031552820184537194
10000 1 27.0 2.0 51 16.99489411764706 0.16833781909173842 40.92156862745098 0.7709648333857844 0.06479360392156862 0.0009585333776056034
10000 1 3.0 4.0 26 15.222111538461537 0.1900605140334903 36.11538461538461 0.6476630726089776 0.0024892945384615383 0.0014997595842964804
10000 1 5.0 9.0 26 16.95488076923077 0.25870362603502234 40.46153846153846 0.9466227731024714 0.03361655769230769 0.0016084180927107142
10000 1 7.0 6.0 26 17.37610384615385 0.2805094981241631 41.26923076923077 0.9005258161552784 0.042191057692307694 0.0014728000821373508
10000 1 2.0 9.0 26 15.70255 0.27826031908434784 37.73076923076923 0.7972215063440742 -0.028341771538461537 0.002089470941474361
10000 1 9.0 6.0 26 18.22688846153846 0.3967707941844404 43.30769230769231 1.258533005305696 0.05283498846153845 0.0014395587386346175
10000 1 5.0 6.0 26 16.63688076923077 0.2826837966578548 40.23076923076923 0.9385876333950551 0.030753911538461538 0.0017725614527207786
10000 1 8.5 2.0 1245 16.278436867469882 0.03207117400734405 39.628915662650606 0.12716838882685225 0.04907773911646587 0.00021803726277587647
10000 1 4.5 2.0 1245 15.5058102811245 0.030636851724494017 37.622489959839356 0.11771884686980491 0.02704981111164659 0.00024690146185497657
10000 1 5.0 8.0 26 17.19549230769231 0.2895314805215795 40.11538461538461 0.8723565309893445 0.030343173076923077 0.001755625199948464
10000 1 1.0 0.1 26 20.450742307692305 0.5250205273107263 51.5 1.1276251422961718 -0.13556028846153845 0.005518934411921108
10000 1 2.0 8.0 26 14.886988461538463 0.2645351205025335 36.0 0.7785588263926152 -0.023507180384615387 0.002520889682023483
10000 1 6.0 3.0 26 16.095880769230767 0.20749649613495652 38.73076923076923 0.7835966236776759 0.04054592307692308 0.0014066857453144987
10000 1 6.0 1.0 26 16.08513846153846 0.43257734006860366 39.5 1.2700696528446476 0.03923123076923077 0.0017970125958359055
10000 1 6.0 5.0 26 16.471365384615385 0.24632017106836368 39.69230769230769 0.7248750147316768 0.038582411538461536 0.0012020355815202928
10000 1 3.0 2.0 1322 14.754569742813919 0.027612033575964815 35.91149773071104 0.1015484701281916 0.004800891470196672 0.00027180775508954666
10000 1 0.0 8.0 26 9.272421153846153 0.08893699033555581 24.615384615384617 0.2939226642237354 -0.057574057692307695 0.0023833118403675368
10000 1 3.0 5.0 26 15.687799999999998 0.19625313449726092 37.34615384615385 0.6746903738691667 0.0031503801923076927 0.001752189403636954
10000 1 0.0 7.0 26 9.216426153846154 0.10104711564425613 24.73076923076923 0.3116096784696784 -0.05953943076923077 0.0024743687383732955
10000 1 6.0 9.0 26 17.824592307692306 0.546885726297919 41.73076923076923 1.2740700286365043 0.03844561923076923 0.0018681583994200465
10000 1 7.0 5.0 26 17.413438461538462 0.4058719426343136 42.19230769230769 1.3056318609060586 0.04642348461538462 0.0017766851388660446
10000 1 7.0 2.0 1322 16.106296898638426 0.03193651878102431 39.09531013615734 0.12628314599448084 0.04392244077155825 0.00022362797115514538
10000 1 5.0 3.0 26 15.850942307692309 0.16684316026856594 37.92307692307692 0.5347122214456236 0.03266948461538461 0.0011717865750631492
10000 1 2.0 1.0 26 14.83963846153846 0.4258352892872629 36.65384615384615 1.1244722628070847 -0.031203437307692303 0.003233342272288897
10000 1 12.0 2.0 51 16.7340568627451 0.16256401645240093 40.8235294117647 0.7022126834697848 0.05353293137254902 0.001067422861859128
10000 1 3.0 3.0 26 15.173326923076925 0.21623896884680388 36.65384615384615 0.6608672802690246 0.003396370923076923 0.001671003638209156
10000 1 4.0 1.0 26 15.326699999999999 0.2855243691068175 37.69230769230769 0.7457969011409737 0.020853547692307697 0.002293529945947097
10000 1 0.0 4.0 26 9.20455076923077 0.11078307466662819 24.23076923076923 0.36504032362168226 -0.05755557307692308 0.0023752140438968554
10000 2 8.0 3.0 26 15.168426923076924 0.13324984243693294 35.73076923076923 0.47896584849409535 0.005114144961538461 0.0023409860249352134
10000 2 4.0 4.0 26 13.597973076923079 0.10962541122563939 32.34615384615385 0.33714780001247885 -0.039121984615384624 0.002128802393479216
10000 2 1.0 9.0 26 10.01596076923077 0.08298428716871288 25.846153846153847 0.2865836309261101 -0.07984405384615384 0.003738756861241985
10000 2 0.0 2.0 1271 9.294072887490165 0.014744666030038675 24.78835562549174 0.05180515529394317 -0.061090472383949636 0.0003783148593452488
10000 2 9.0 3.0 26 15.184634615384615 0.11756632955220941 35.5 0.43056313751250863 0.008919637576923078 0.0015602495217896676
10000 2 36.0 2.0 51 16.42166862745098 0.12952424039886704 39.372549019607845 0.40580182965573425 0.03247941960784313 0.001315254159072313
10000 2 16.0 2.0 51 15.980660784313725 0.09445354264537785 38.254901960784316 0.3439597984431046 0.024907080392156864 0.0013485350999869088
10000 2 6.0 8.0 26 15.776723076923076 0.14695628761984267 36.61538461538461 0.40790995641731853 -0.025851131923076923 0.0020144931215410012
10000 2 8.0 7.0 26 16.066757692307693 0.1721694323064058 37.92307692307692 0.49590035265495996 -0.006272667692307693 0.001579859910060023
10000 2 6.0 6.0 26 15.738980769230768 0.2194492095447657 36.26923076923077 0.5160730190067541 -0.01771776076923077 0.0024605813604567845
10000 2 0.0 3.0 26 9.250108846153847 0.11147637032169908 25.307692307692307 0.3833826398269881 -0.058508269230769225 0.002559852729157972
10000 2 4.0 7.0 26 14.341380769230767 0.1448533906051995 33.03846153846154 0.37817687856251864 -0.05061225 0.0023024270333063764
10000 2 1.0 4.0 26 9.651002692307692 0.11071775515115025 25.192307692307693 0.346495557832468 -0.07926496923076923 0.003588097913408759
10000 2 7.0 8.0 26 15.878434615384617 0.1577471276288349 37.07692307692308 0.4671454292519686 -0.011686765384615385 0.001758345871589391
10000 2 1.0 2.0 1322 9.456210083207262 0.01784019218291914 25.00605143721634 0.052196679123537024 -0.07654770007564296 0.0004932883905996751
10000 2 2.0 0.1 26 38.24769230769231 1.1954983168398292 102.3076923076923 3.0663279119991924 -0.21973023076923076 0.0035856653305188996
10000 2 7.0 4.0 26 15.000746153846153 0.09630580399967421 35.26923076923077 0.4280822793223547 -0.0009938307307692307 0.0019201063551816354
10000 2 4.0 8.0 26 14.58851923076923 0.16276187750767218 34.34615384615385 0.5655285007911631 -0.05300303846153846 0.001946062277674325
10000 2 6.0 2.0 1322 14.419707110438729 0.019619717741187398 34.7874432677761 0.07144965757440148 -0.003911376217549168 0.00030554844646491554
10000 2 9.0 7.0 26 16.046765384615384 0.13046618317430392 37.42307692307692 0.4904411732090795 -0.0027231399342307694 0.0017591374188597004
10000 2 4.0 9.0 26 14.703380769230769 0.12093823382450948 34.80769230769231 0.44034682404189884 -0.054086942307692315 0.002356675672827645
10000 2 2.0 3.0 26 10.934051153846152 0.12282425279714716 27.615384615384617 0.4227271281241258 -0.08773109615384615 0.00427599937380898
10000 2 1.0 8.0 26 9.86396730769231 0.10207849522274916 25.653846153846153 0.40360798837984324 -0.07531469230769229 0.003366200283112757
10000 2 8.0 5.0 26 15.622034615384617 0.11810389805881254 36.65384615384615 0.4990523564094952 0.0012534657692307692 0.0018379189618825513
10000 2 5.0 2.0 1322 14.000916792738275 0.01868932629351169 33.99773071104387 0.06922603711894207 -0.013783709590242058 0.0003240987747961575
10000 2 1.5 2.0 1246 10.038932688603532 0.019197972551813162 25.857945425361155 0.055171232755531166 -0.0873062658105939 0.000528867174496275
10000 2 8.0 2.0 1322 15.00026248108926 0.019273800019670363 36.0642965204236 0.07312215468169588 0.009139657091860817 0.0002847372311092989
10000 2 14.0 2.0 51 15.810707843137255 0.10171472702065984 38.0 0.4058397249567139 0.024995417647058826 0.0011798169426460003
10000 2 9.0 9.0 26 16.477146153846153 0.18300524988104483 37.23076923076923 0.4845543307084192 -0.004760429346153846 0.0022066696584795687
10000 2 8.0 0.1 26 31.83026153846154 1.3407852790301307 88.92307692307692 3.333708065721355 -0.1445887307692308 0.0030143053178814322
10000 2 4.0 3.0 26 13.614996153846153 0.13166974694646735 32.73076923076923 0.52200115622534 -0.03423147307692308 0.002268256455176074
10000 2 3.0 1.0 26 15.11229230769231 0.4897781918668924 37.34615384615385 0.9164182916152976 -0.06461898192307693 0.005122002672434711
10000 2 8.0 4.0 26 15.341584615384615 0.11789333780254446 36.23076923076923 0.4378538298694679 3.194538461538475e-05 0.001547367584573172
10000 2 7.0 9.0 26 16.22149230769231 0.14256492177499364 37.69230769230769 0.48284168696846824 -0.016887311115384614 0.002243460355328077
10000 2 9.0 0.1 26 30.559649999999998 0.9270620753633076 87.34615384615384 2.7411071921858974 -0.13928442307692307 0.0026443972564203205
10000 2 21.0 2.0 51 15.896827450980396 0.09032927942911849 37.666666666666664 0.40357876182161023 0.030833080392156858 0.0013769583584431406
10000 2 8.0 1.0 26 16.60666923076923 0.33895343464027317 41.88461538461539 1.05148528367027 0.0053496503076923075 0.002552179498503065
10000 2 4.0 2.0 1322 13.400775340393341 0.019446050833581488 32.70801815431165 0.06963963624889272 -0.029004725172768538 0.00034525874244082944
10000 2 8.0 8.0 26 16.23228076923077 0.12871511022639 37.34615384615385 0.4111608619967006 -0.008020851615384616 0.0017192460145348226
10000 2 9.0 4.0 26 15.32575 0.14260782449673765 35.30769230769231 0.3409003047101591 0.00881757728076923 0.0017716298713109423
10000 2 0.0 5.0 26 9.29337076923077 0.11949337165385829 24.73076923076923 0.3575889015129065 -0.059623946153846155 0.0025729290595992303
10000 2 4.0 0.1 26 40.98484230769231 1.5295224947793655 110.84615384615384 3.6516349584566212 -0.20017457692307694 0.0029739256988147843
10000 2 5.0 0.1 26 36.61967307692308 1.818320771206713 100.8076923076923 5.319635392586523 -0.18122857692307692 0.0025498963382689028
10000 2 9.0 5.0 26 15.893053846153844 0.12450176943206867 36.84615384615385 0.4064567634960895 0.0013093212692307688 0.001829127318638863
10000 2 0.0 0.1 26 9.214909615384615 0.08912709953678645 24.384615384615383 0.24854606802159254 -0.05596014615384615 0.001686310034084259
10000 2 6.5 2.0 1245 14.604707389558234 0.019794701960574878 35.320481927710844 0.07660660869869781 0.0005024440474216868 0.0003038007442553128
10000 2 4.0 6.0 26 14.113392307692306 0.11492939262843438 33.19230769230769 0.3883663249650566 -0.04682149230769231 0.0020637924297976142
10000 2 8.0 6.0 26 15.940596153846155 0.15620151072654334 37.0 0.43677137127933513 -0.004427001269230769 0.0018128557177235756
10000 2 15.0 2.0 51 15.841447058823528 0.10012203931058007 37.90196078431372 0.42311163127272006 0.02705087117647059 0.0012066392819825096
10000 2 7.5 2.0 1245 14.875107469879518 0.019932116069246174 35.87871485943775 0.07398065645856244 0.006963870058730923 0.00029938659441865954
10000 2 10.0 2.0 51 15.463198039215687 0.12348528436548649 36.6078431372549 0.43932071573349174 0.014093656470588235 0.0011915531773071032
10000 2 2.0 4.0 26 11.293769230769234 0.10422331745147875 28.423076923076923 0.35593031696182387 -0.09744005000000001 0.0028753649229820177
10000 2 1.0 1.0 26 12.307308461538462 0.41984534761218645 30.884615384615383 0.734484482900287 -0.09944025 0.0069314298510508255
10000 2 9.0 1.0 26 16.316776923076922 0.29596621050943234 40.15384615384615 0.8676977632125277 0.01726661384615385 0.0023608589822108964
10000 2 9.0 2.0 1322 15.22443426626324 0.019897309894804198 36.648260211800306 0.07747174898328103 0.013409134251210287 0.000269966040054597
10000 2 3.0 8.0 26 13.595173076923079 0.12690068649358985 32.23076923076923 0.4271828731358407 -0.08433291923076922 0.0023812066149426735
10000 2 2.0 6.0 26 11.698169230769231 0.13668298040122243 29.23076923076923 0.5242069242277176 -0.1041368423076923 0.0032111900970065634
10000 2 8.0 9.0 26 16.548326923076925 0.15435343603936957 37.65384615384615 0.4258649395589664 -0.011696771284615385 0.0017391491972735126
10000 2 2.0 7.0 26 11.808046153846155 0.14438520489203863 28.692307692307693 0.4498520466834907 -0.11054418846153848 0.0029262859140520244
10000 2 32.0 2.0 51 16.378254901960787 0.1091881986122405 38.94117647058823 0.4023575277803018 0.03613104509803921 0.0011023814676126382
10000 2 18.0 2.0 51 15.860111764705884 0.09518622880487798 37.490196078431374 0.4147974218722307 0.02703524117647059 0.001244932119205234
10000 2 1.0 5.0 26 9.775746153846153 0.11399546070055314 25.73076923076923 0.4021392499263918 -0.08007646923076923 0.0029027145876165867
10000 2 3.0 6.0 26 13.266846153846153 0.09422192072740894 31.192307692307693 0.3329090001289601 -0.07422714615384615 0.002661295985708009
10000 2 7.0 3.0 26 15.055788461538462 0.15344565054636652 35.34615384615385 0.3416804971463509 -0.0017967263115384617 0.0024309425809983026
10000 2 4.0 5.0 26 14.115942307692308 0.12239447576436255 33.15384615384615 0.5044183480232309 -0.045423369230769235 0.0025073650373788462
10000 2 6.0 0.1 26 37.56153846153846 1.4054167107749373 104.92307692307692 3.767032325900416 -0.172054 0.0024843088628739075
10000 2 2.0 2.0 1322 10.91878841149773 0.019230307414031998 27.6285930408472 0.05983627473447452 -0.08554659273827533 0.00046961020384960633
10000 2 5.5 2.0 1245 14.288172128514054 0.02064288269914212 34.620080321285144 0.07302586364462116 -0.008406682631004017 0.00032419858069974647
10000 2 3.0 0.1 26 40.91547307692308 1.5586218394521363 108.03846153846153 4.304016288656184 -0.21296292307692305 0.0020395794482974084
10000 2 1.0 3.0 26 9.633515000000001 0.10422811547791183 25.307692307692307 0.37934855402886014 -0.0815595153846154 0.0031116675302514736
10000 2 0.0 6.0 26 9.235051923076924 0.09604498784346881 24.846153846153847 0.2756380441102911 -0.06096467692307693 0.002264030998213365
10000 2 2.0 5.0 26 11.537242307692308 0.07931981402923949 28.384615384615383 0.30421107589669527 -0.10383443846153846 0.002398256018944259
10000 2 0.0 9.0 26 9.369031923076923 0.09128078526430115 25.0 0.3281650616569468 -0.06476882307692308 0.0022257118621469797
10000 2 28.0 2.0 51 16.337839215686273 0.1144656878146882 38.80392156862745 0.42289349499875795 0.03281443333333334 0.001230905401878575
10000 2 1.0 6.0 26 9.854571923076922 0.11002760920929625 25.653846153846153 0.3677051816220653 -0.07993128076923076 0.0030829320208928947
10000 2 6.0 7.0 26 15.574396153846154 0.18006569070380693 37.15384615384615 0.6437684908586979 -0.019577391923076923 0.0020265267493895537
10000 2 24.0 2.0 51 16.122437254901957 0.10122682063257098 38.588235294117645 0.4164993897208393 0.03304242549019607 0.0012758450055439016
10000 2 5.0 1.0 26 15.734226923076923 0.4513584597483363 39.57692307692308 1.0275782986046922 -0.014817300776923076 0.002835931125148216
10000 2 5.0 7.0 26 15.063465384615386 0.11314484942793906 34.80769230769231 0.33749863028431243 -0.03688757692307692 0.0019395620596596044
10000 2 20.0 2.0 51 16.138749019607843 0.09974645399850011 38.13725490196079 0.3640939415979659 0.029393831372549018 0.001230695929787696
10000 2 9.0 8.0 26 16.536300000000004 0.13496813139518413 38.23076923076923 0.39732835600446026 -0.007454020038461537 0.0016709083828550548
10000 2 6.0 4.0 26 14.852392307692307 0.12781362813133298 34.30769230769231 0.3833826398269881 -0.009402984153846154 0.0019774144849469453
